plantName,projectNumber,sampleID,product,milkType,size,container,dateProcessed,dateCode,dateInitial,count_DI_SPC,count_DI_CVTA,count_D7_SPC,count_D7_CVTA,count_D14_SPC,count_D14_CVTA,count_D21_SPC,count_D21_CVTA,censor_DI_SPC,censor_DI_CVTA,censor_D7_SPC,censor_D7_CVTA,censor_D14_SPC,censor_D14_CVTA,censor_D21_SPC,censor_D21_CVTA,dataValue_DI_SPC,dataValue_DI_CVTA,dataValue_D7_SPC,dataValue_D7_CVTA,dataValue_D14_SPC,dataValue_D14_CVTA,dataValue_D21_SPC,dataValue_D21_CVTA,countability_DI_SPC,countability_DI_CVTA,countability_D7_SPC,countability_D7_CVTA,countability_D14_SPC,countability_D14_CVTA,countability_D21_SPC,countability_D21_CVTA,flavorName,fatLevel,creamline,ID
Crystal Valley Creamery,504,35-1,Single Serve,Whole Chocolate Creamline,Pt,Plastic,2022-09-05,2022-09-23,2022-09-09,1000,< 20 E,350 E,< 20 E,5500,< 20 E,,,,<,,<,,<,,,1000,20,350,20,5500,20,,,,E,E,E,,E,,,Chocolate,Whole,Creamline,6654
"Hoover's Dairy, Inc.",504,41,Core,Whole White,Qt,Glass,2022-09-05,,2022-09-08,10 E,< 20 E,1400,320 E,67000000,< 20 E,,,,<,,,,<,,,10,20,1400,320,67000000,20,,,E,E,,E,,E,,,White,Whole,,6656
"Hoover's Dairy, Inc.",504,42,Core,2% White,Qt,Glass,2022-09-05,,2022-09-08,30 E,< 20 E,140 E,40 E,63000000,68000000,,,,<,,,,,,,30,20,140,40,63000000,68000000,,,E,E,E,E,,,,,White,2%,,6657
"Hoover's Dairy, Inc.",504,43,Core,Skim White,Qt,Glass,2022-09-05,,2022-09-08,20 E,< 20 E,< 10 E,< 20 E,19000,1300,,,,<,<,<,,,,,20,20,10,20,19000,1300,,,E,E,E,E,,,,,White,Skim,,6658
"Hoover's Dairy, Inc.",504,45,Flavored,Whole Chocolate,Qt,Glass,2022-09-05,,2022-09-09,< 10 E,< 20 E,6300,< 20 E,> 400000000 E,< 20 E,,,<,<,,<,>,<,,,10,20,6300,20,400000000,20,,,E,E,,E,E,E,,,Chocolate,Whole,,6659
"Hoover's Dairy, Inc.",504,45-1,Single Serve,Whole Chocolate,Pt,Glass,2022-09-05,,2022-09-09,40 E,< 20 E,< 10 E,< 20 E,> 400000 E,420,,,,<,<,<,>,,,,40,20,10,20,400000,420,,,E,E,E,E,E,,,,Chocolate,Whole,,6660
"Hoover's Dairy, Inc.",504,46,Flavored,Whole Strawberry,Qt,Glass,2022-09-01,,2022-09-09,120 E,< 20 E,,,240000,1100,,,,<,,,,,,,120,20,,,240000,1100,,,E,E,,,,,,,Strawberry,Whole,,6661
"Hoover's Dairy, Inc.",504,46-1,Flavored,Whole Coffee,Qt,Glass,2022-09-05,,2022-09-09,60 E,< 20 E,120000,95000,2600000000,< 2000000 E,,,,<,,,,<,,,60,20,120000,95000,2600000000,2000000,,,E,E,,,,E,,,Coffee,Whole,,6662
"Hoover's Dairy, Inc.",504,46-2,Single Serve,Whole Strawberry,Pt,Glass,2022-09-01,,2022-09-09,20 E,< 20 E,,,2500,< 20 E,,,,<,,,,<,,,20,20,,,2500,20,,,E,E,,,,E,,,Strawberry,Whole,,6683
Pittsford Farms Dairy,504,51,Core,Whole White,½ Gal,Plastic,2022-09-05,2022-09-21,2022-09-08,60 E,< 20 E,780000,820000,1900000000,2200000000,,,,<,,,,,,,60,20,780000,820000,1900000000,2200000000,,,E,E,,,,,,,White,Whole,,6664
Pittsford Farms Dairy,504,52,Core,2% White,½ Gal,Plastic,2022-09-05,2022-09-21,2022-09-08,180 E,140 E,2000000,2000000,1500000000,1400000000,,,,,,,,,,,180,140,2000000,2000000,1500000000,1400000000,,,E,E,,,,,,,White,2%,,6665
Pittsford Farms Dairy,504,53,Core,Skim White,½ Gal,Plastic,2022-09-05,2022-09-21,2022-09-08,90 E,60 E,2300000,2800000,230000000,240000000,,,,,,,,,,,90,60,2300000,2800000,230000000,240000000,,,E,E,,,,,,,White,Skim,,6666
Pittsford Farms Dairy,504,53-1,Single Serve,Skim White,Pt,Plastic,2022-09-05,2022-09-21,2022-09-09,140 E,120 E,1700000,1200000,620000000,370000000,,,,,,,,,,,140,120,1700000,1200000,620000000,370000000,,,E,E,,,,,,,White,Skim,,6667
Pittsford Farms Dairy,504,55,Flavored,Whole Chocolate,½ Gal,Plastic,2022-09-05,2022-09-21,2022-09-09,90 E,< 20 E,850000,900000,980000000,500000000,,,,<,,,,,,,90,20,850000,900000,980000000,500000000,,,E,E,,,,,,,Chocolate,Whole,,6668
Pittsford Farms Dairy,504,55-1,Flavored,Whole Chocolate,Qt,Plastic,2022-09-05,2022-09-21,2022-09-09,320 E,80 E,3000000,5000000,680000000,740000000,,,,,,,,,,,320,80,3000000,5000000,680000000,740000000,,,E,E,,,,,,,Chocolate,Whole,,6669
Trinity Valley Dairy,504,61,Core,Whole White Creamline,½ Gal,Plastic,2022-09-05,2022-09-27,2022-09-08,5800,120 E,10000,5600,30000000,42000000,560000000,590000000,,,,,,,,,5800,120,10000,5600,30000000,42000000,560000000,590000000,,E,,,,,,,White,Whole,Creamline,6672
Trinity Valley Dairy,504,61-1,Single Serve,Whole White Creamline,Pt,Plastic,2022-09-05,2022-09-27,2022-09-09,4400,< 20 E,4300,3800,11000000,20000000,66000000,130000000,,<,,,,,,,4400,20,4300,3800,11000000,20000000,66000000,130000000,,E,,,,,,,White,Whole,Creamline,6674
Trinity Valley Dairy,504,62,Core,2% White Creamline,½ Gal,Plastic,2022-09-07,2022-09-29,2022-09-08,30 E,< 20 E,780,< 20 E,1300000,< 20 E,54000000,,,<,,<,,<,,,30,20,780,20,1300000,20,54000000,,E,E,,E,,E,,,White,2%,Creamline,6673
Trinity Valley Dairy,504,63,Core,Skim White Creamline,½ Gal,Plastic,2022-09-06,2022-09-28,2022-09-08,90 E,< 20 E,1500,< 20 E,3400,< 20 E,2200000,< 20 E,,<,,<,,<,,<,90,20,1500,20,3400,20,2200000,20,E,E,,E,,E,,E,White,Skim,Creamline,6675
Trinity Valley Dairy,504,65,Flavored,Whole Chocolate Creamline,½ Gal,Plastic,2022-09-05,2022-09-26,2022-09-09,90 E,< 20 E,960,1500,2700000000,2800000000,23000000,1000000000,,<,,,,,,,90,20,960,1500,2700000000,2800000000,23000000,1000000000,E,E,,,,,,,Chocolate,Whole,Creamline,6676
Trinity Valley Dairy,504,65-1,Single Serve,Whole Chocolate Creamline,Pt,Plastic,2022-09-05,2022-09-26,2022-09-09,20 E,< 20 E,560,180 E,25000000,11000000,1700000000,1200000000,,<,,,,,,,20,20,560,180,25000000,11000000,1700000000,1200000000,E,E,,E,,,,,Chocolate,Whole,Creamline,6677
Weissmann Farms,504,71,Core,Whole White Creamline,½ Gal,Plastic,2022-09-06,2022-09-20,2022-09-08,< 10 E,< 20 E,< 10 E,< 20 E,460,< 20 E,3100000,< 20 E,<,<,<,<,,<,,<,10,20,10,20,460,20,3100000,20,E,E,E,E,,E,,E,White,Whole,Creamline,6679
Weissmann Farms,504,71-1,Core,Whole White Creamline,Gal,Plastic,2022-09-06,2022-09-20,2022-09-08,10 E,< 20 E,< 10 E,< 20 E,130 E,< 20 E,1500000,< 20 E,,<,<,<,,<,,<,10,20,10,20,130,20,1500000,20,E,E,E,E,E,E,,E,White,Whole,Creamline,6680
Weissmann Farms,504,71-2,Core,Whole White Creamline,½ Gal,Plastic,2022-09-04,2022-09-18,2022-09-08,50 E,< 20 E,20 E,< 20 E,15000,< 20 E,11000000,< 20 E,,<,,<,,<,,<,50,20,20,20,15000,20,11000000,20,E,E,E,E,,E,,E,White,Whole,Creamline,6684
Weissmann Farms,504,75,Flavored,Whole Chocolate Creamline,Qt,Plastic,2022-09-06,2022-09-20,2022-09-08,< 10 E,< 20 E,12000,< 20 E,3000000,< 20 E,8600000,< 20 E,<,<,,<,,<,,<,10,20,12000,20,3000000,20,8600000,20,E,E,,E,,E,,E,Chocolate,Whole,Creamline,6681
Weissmann Farms,504,75-1,Flavored,Whole Chocolate Creamline,Qt,Plastic,2022-09-03,2022-09-17,2022-09-08,30 E,< 20 E,,,77000,560,99000,13000,,<,,,,,,,30,20,,,77000,560,99000,13000,E,E,,,,,,,Chocolate,Whole,Creamline,6685
Weissmann Farms,504,76,Flavored,Whole Vanilla,Qt,Plastic,2022-09-02,2022-09-16,2022-09-08,< 10 E,< 20 E,,,10 E,< 20 E,2600,< 20 E,<,<,,,,<,,<,10,20,,,10,20,2600,20,E,E,,,E,E,,E,Vanilla,Whole,,6682
Dygert Farms Creamery,505,21,Core,Whole White,½ Gal,Plastic,2022-10-04,2022-10-24,2022-10-06,50 E,< 20 E,13000,28000,290000000,340000000,3500000000,3800000000,,<,,,,,,,50,20,13000,28000,290000000,340000000,3500000000,3800000000,E,E,,,,,,,White,Whole,,6692
Dygert Farms Creamery,505,22,Core,2% White,½ Gal,Plastic,2022-10-04,2022-10-24,2022-10-06,20 E,< 20 E,< 10 E,< 20 E,> 400000 E,< 20 E,1300000,> 400000 E,,<,<,<,>,<,,>,20,20,10,20,400000,20,1300000,400000,E,E,E,E,E,E,,E,White,2%,,6693
Dygert Farms Creamery,505,22-1,Single Serve,2% White,Pt,Plastic,2022-10-04,2022-10-24,2022-10-06,50 E,< 20 E,20 E,< 20 E,220 E,40 E,67000,58000,,<,,<,,,,,50,20,20,20,220,40,67000,58000,E,E,E,E,E,E,,,White,2%,,6698
Dygert Farms Creamery,505,23,Core,Skim White,½ Gal,Plastic,2022-10-04,2022-10-24,2022-10-06,20 E,< 20 E,< 10 E,< 20 E,4200000,> 400000 E,280000000,320000000,,<,<,<,,>,,,20,20,10,20,4200000,400000,280000000,320000000,E,E,E,E,,E,,,White,Skim,,6694
Dygert Farms Creamery,505,25,Flavored,Whole Chocolate,½ Gal,Plastic,2022-10-04,2022-10-24,2022-10-06,20 E,< 20 E,< 10 E,< 20 E,540,< 20 E,1300000,> 400000 E,,<,<,<,,<,,>,20,20,10,20,540,20,1300000,400000,E,E,E,E,,E,,E,Chocolate,Whole,,6695
Dygert Farms Creamery,505,25-1,Single Serve,Whole Chocolate,Pt,Plastic,2022-10-04,2022-10-24,2022-10-06,60 E,< 20 E,10 E,< 20 E,820,< 20 E,1900000,< 20 E,,<,,<,,<,,<,60,20,10,20,820,20,1900000,20,E,E,E,E,,E,,E,Chocolate,Whole,,6696
Dygert Farms Creamery,505,25-2,Flavored,Whole Chocolate,Qt,Glass,2022-10-04,2022-10-24,2022-10-06,180 E,< 20 E,150 E,< 20 E,> 400000 E,< 20 E,260000,< 20 E,,<,,<,>,<,,<,180,20,150,20,400000,20,260000,20,E,E,E,E,E,E,,E,Chocolate,Whole,,6697
Family Farmstead Dairy,505,31,Core,Whole White Creamline,½ Gal,Plastic,2022-10-04,2022-10-26,2022-10-06,10 E,< 20 E,28000,33000,30000000,31000000,410000000,260000000,,<,,,,,,,10,20,28000,33000,30000000,31000000,410000000,260000000,E,E,,,,,,,White,Whole,Creamline,6699
Family Farmstead Dairy,505,31-1,Core,Whole White Creamline,Qt,Plastic,2022-09-30,2022-10-22,2022-10-06,10 E,< 20 E,,,3700000,> 400000 E,2600000000,2500000000,,<,,,,>,,,10,20,,,3700000,400000,2600000000,2500000000,E,E,,,,E,,,White,Whole,Creamline,6700
Family Farmstead Dairy,505,31-2,Core,Whole White Creamline,½ Gal,Plastic,2022-10-04,2022-10-25,2022-10-06,< 10 E,< 20 E,2600,2900,20000000,20000 E,34000000,440000,<,<,,,,,,,10,20,2600,2900,20000000,20000,34000000,440000,E,E,,,,E,,,White,Whole,Creamline,6702
Ithaca Milk,505,51,Core,Whole White Creamline,½ Gal,Plastic,2022-10-03,2022-10-24,2022-10-06,40 E,< 20 E,20 E,< 20 E,320 E,< 20 E,310000,< 20 E,,<,,<,,<,,<,40,20,20,20,320,20,310000,20,E,E,E,E,E,E,,E,White,Whole,Creamline,6708
Ithaca Milk,505,51-1,Core,Whole White Creamline,Qt,Plastic,2022-10-03,2022-10-24,2022-10-06,20 E,< 20 E,50 E,< 20 E,720,460,6600000,3900000,,<,,<,,,,,20,20,50,20,720,460,6600000,3900000,E,E,E,E,,,,,White,Whole,Creamline,6709
Midland Farms,505,61,Core,Whole White,½ Gal,Plastic,2022-10-04,2022-10-22,2022-10-06,350 E,< 20 E,30000,36000,1800000000,1900000000,980000000,1100000000,,<,,,,,,,350,20,30000,36000,1800000000,1900000000,980000000,1100000000,E,E,,,,,,,White,Whole,,6712
Midland Farms,505,62,Core,2% White,½ Gal,Plastic,2022-10-04,2022-10-22,2022-10-06,520,< 20 E,1200,400,28000000,33000000,1200000000,1100000000,,<,,,,,,,520,20,1200,400,28000000,33000000,1200000000,1100000000,,E,,,,,,,White,2%,,6713
Midland Farms,505,62-1,Extras,2% White,Gal,Plastic,2022-10-04,2022-10-22,2022-10-06,410,< 20 E,630,< 20 E,78000,< 20 E,49000000,< 20 E,,<,,<,,<,,<,410,20,630,20,78000,20,49000000,20,,E,,E,,E,,E,White,2%,,6718
Midland Farms,505,62-2,Extras,2% White,Qt,Plastic,2022-10-04,2022-10-22,2022-10-06,400,< 20 E,650,< 20 E,95000,< 20 E,31000000,< 20 E,,<,,<,,<,,<,400,20,650,20,95000,20,31000000,20,,E,,E,,E,,E,White,2%,,6719
Midland Farms,505,63,Core,Skim White,½ Gal,Plastic,2022-10-04,2022-10-22,2022-10-06,580,< 20 E,390 E,< 20 E,37000,< 20 E,8300000,< 20 E,,<,,<,,<,,<,580,20,390,20,37000,20,8300000,20,,E,E,E,,E,,E,White,Skim,,6714
Midland Farms,505,63-1,Single Serve,Skim White,½ Pt,Paper,2022-10-04,2022-10-22,2022-10-06,510,< 20 E,39000,43000,70000000,310000000,1100000000,1000000000,,<,,,,,,,510,20,39000,43000,70000000,310000000,1100000000,1000000000,,E,,,,,,,White,Skim,,6716
Midland Farms,505,64,Core,1% White,½ Gal,Plastic,2022-10-04,2022-10-22,2022-10-06,430,< 20 E,480,20 E,13000000,42000,340000000,860000,,<,,,,,,,430,20,480,20,13000000,42000,340000000,860000,,E,,E,,,,,White,1%,,6715
Midland Farms,505,65,Single Serve,Skim Chocolate,Pt,Paper,2022-10-03,2022-10-21,2022-10-06,450,< 20 E,410,< 20 E,> 400000 E,< 20 E,38000000,< 20 E,,<,,<,>,<,,<,450,20,410,20,400000,20,38000000,20,,E,,E,E,E,,E,Chocolate,Skim,,6717
Stewart's,505,71,Core,Whole White,½ Gal,Paper,2022-10-03,2022-10-17,2022-10-06,500,< 20 E,230 E,< 20 E,190 E,< 20 E,70 E,< 20 E,,<,,<,,<,,<,500,20,230,20,190,20,70,20,,E,E,E,E,E,E,E,White,Whole,,6721
Stewart's,505,72,Core,2% White,½ Gal,Paper,2022-10-03,2022-10-17,2022-10-06,480,< 20 E,290 E,< 20 E,100 E,< 20 E,6900,< 20 E,,<,,<,,<,,<,480,20,290,20,100,20,6900,20,,E,E,E,E,E,,E,White,2%,,6722
Stewart's,505,73,Core,Skim White,½ Gal,Paper,2022-10-03,2022-10-17,2022-10-06,420,< 20 E,260 E,< 20 E,190 E,< 20 E,2500,< 20 E,,<,,<,,<,,<,420,20,260,20,190,20,2500,20,,E,E,E,E,E,,E,White,Skim,,6723
Stewart's,505,73-1,Extras,Skim White,Gal,Plastic,2022-10-03,2022-10-17,2022-10-06,380 E,< 20 E,290 E,< 20 E,140 E,< 20 E,110 E,< 20 E,,<,,<,,<,,<,380,20,290,20,140,20,110,20,E,E,E,E,E,E,E,E,White,Skim,,6727
Stewart's,505,73-2,Extras,Skim White,Qt,Paper,2022-10-03,2022-10-17,2022-10-06,420,< 20 E,300 E,< 20 E,210 E,< 20 E,60 E,< 20 E,,<,,<,,<,,<,420,20,300,20,210,20,60,20,,E,E,E,E,E,E,E,White,Skim,,6728
Stewart's,505,74,Core,1% White,½ Gal,Paper,2022-10-03,2022-10-17,2022-10-06,530,< 20 E,450,< 20 E,110 E,< 20 E,60 E,< 20 E,,<,,<,,<,,<,530,20,450,20,110,20,60,20,,E,,E,E,E,E,E,White,1%,,6724
Stewart's,505,74-1,Single Serve,1% White,½ Pt,Paper,2022-10-01,2022-10-16,2022-10-06,360 E,< 20 E,,,500,< 20 E,170 E,< 20 E,,<,,,,<,,<,360,20,,,500,20,170,20,E,E,,,,E,E,E,White,1%,,6729
Stewart's,505,75,Flavored,Whole Chocolate,Qt,Paper,2022-10-01,2022-10-16,2022-10-06,< 10 E,< 20 E,,,> 400000 E,< 20 E,2300000,< 20 E,<,<,,,>,<,,<,10,20,,,400000,20,2300000,20,E,E,,,E,E,,E,Chocolate,Whole,,6725
Stewart's,505,75-1,Single Serve,Whole Chocolate,Pt,Plastic,2022-10-01,2022-10-16,2022-10-06,10 E,< 20 E,,,> 400000 E,< 20 E,2500000,< 20 E,,<,,,>,<,,<,10,20,,,400000,20,2500000,20,E,E,,,E,E,,E,Chocolate,Whole,,6726
Stewart's,505,76,Single Serve,Whole Strawberry,Pt,Plastic,2022-10-01,2022-10-16,2022-10-06,10 E,< 20 E,,,110 E,< 20 E,2800000,< 20 E,,<,,,,<,,<,10,20,,,110,20,2800000,20,E,E,,,E,E,,E,Strawberry,Whole,,6730
Stewart's,505,76-1,Single Serve,Whole Cappuccino,Pt,Plastic,2022-09-30,2022-10-14,2022-10-06,30 E,< 20 E,,,30 E,< 20 E,30 E,< 20 E,,<,,,,<,,<,30,20,,,30,20,30,20,E,E,,,E,E,E,E,Cappuccino,Whole,,6731
Stewart's,505,76-2,Single Serve,Whole Peanut Butter Chocolate,Pt,Plastic,2022-10-03,2022-10-17,2022-10-06,40 E,< 20 E,40 E,< 20 E,> 400000 E,< 20 E,110000000,< 20 E,,<,,<,>,<,,<,40,20,40,20,400000,20,110000000,20,E,E,E,E,E,E,,E,Peanut Butter Chocolate,Whole,,6732
Stoltzfus Family Dairy,505,81,Core,Whole White Creamline,½ Gal,Plastic,2022-10-03,2022-10-26,2022-10-06,< 10 E,< 20 E,10 E,< 20 E,240 E,< 20 E,35000,< 20 E,<,<,,<,,<,,<,10,20,10,20,240,20,35000,20,E,E,E,E,E,E,,E,White,Whole,Creamline,6733
Stoltzfus Family Dairy,505,81-1,Core,Whole White Creamline,Qt,Plastic,2022-09-19,2022-10-12,2022-10-06,10 E,< 20 E,,,,,< 10 E,< 20 E,,<,,,,,<,<,10,20,,,,,10,20,E,E,,,,,E,E,White,Whole,Creamline,6734
Stoltzfus Family Dairy,505,85,Flavored,Whole Chocolate Creamline,½ Gal,Plastic,2022-10-03,2022-10-26,2022-10-06,< 10 E,< 20 E,< 10 E,< 20 E,110000,< 20 E,6300000000,< 20 E,<,<,<,<,,<,,<,10,20,10,20,110000,20,6300000000,20,E,E,E,E,,E,,E,Chocolate,Whole,Creamline,6735
Stoltzfus Family Dairy,505,85-1,Single Serve,Whole Chocolate Creamline,12 oz,Plastic,2022-10-03,2022-10-26,2022-10-06,< 10 E,< 20 E,< 10 E,< 20 E,59000,29000,1600000000,4200000,<,<,<,<,,,,,10,20,10,20,59000,29000,1600000000,4200000,E,E,E,E,,,,,Chocolate,Whole,Creamline,6736
Stoltzfus Family Dairy,505,86,Single Serve,Whole Latte,12 oz,Plastic,2022-09-27,2022-11-08,2022-10-06,20 E,< 20 E,,,20 E,< 20 E,80 E,< 20 E,,<,,,,<,,<,20,20,,,20,20,80,20,E,E,,,E,E,E,E,Latte,Whole,,6737
Stoltzfus Family Dairy,505,86-1,Single Serve,Whole Mocha,12 oz,Plastic,2022-09-20,2022-11-01,2022-10-06,< 10 E,< 20 E,,,,,> 400000 E,< 20 E,<,<,,,,,>,<,10,20,,,,,400000,20,E,E,,,,,E,E,Mocha,Whole,,6738
Upstate Rochester,506,01,Core,Whole White,½ Gal,Plastic,2022-10-31,2022-11-17,2022-11-03,40 E,< 20 E,280 E,180 E,24000000,29000000,1600000000,1600000000,,<,,,,,,,40,20,280,180,24000000,29000000,1600000000,1600000000,E,E,E,E,,,,,White,Whole,,6798
Upstate Rochester,506,02,Core,2% White,½ Gal,Plastic,2022-10-31,2022-11-17,2022-11-03,110 E,< 20 E,80 E,< 20 E,6500000,6700000,990000000,780000000,,<,,<,,,,,110,20,80,20,6500000,6700000,990000000,780000000,E,E,E,E,,,,,White,2%,,6799
Upstate Rochester,506,02-1,Single Serve,2% White,½ Pt,Paper,2022-10-31,2022-11-17,2022-11-03,90 E,< 20 E,20 E,< 20 E,12000,42000,110000000,110000000,,<,,<,,,,,90,20,20,20,12000,42000,110000000,110000000,E,E,E,E,,,,,White,2%,,6802
Upstate Rochester,506,02-2,Extras,2% White,Gal,Plastic,2022-10-31,2022-11-17,2022-11-03,80 E,< 20 E,60 E,< 20 E,680,20 E,1800000,69000,,<,,<,,,,,80,20,60,20,680,20,1800000,69000,E,E,E,E,,E,,,White,2%,,6803
Upstate Rochester,506,03,Core,Skim White,½ Gal,Plastic,2022-10-31,2022-11-17,2022-11-03,120 E,< 20 E,1200,1200,32000000,37000000,360000000,320000000,,<,,,,,,,120,20,1200,1200,32000000,37000000,360000000,320000000,E,E,,,,,,,White,Skim,,6800
Upstate Rochester,506,04,Core,1% White,½ Gal,Plastic,2022-10-31,2022-11-17,2022-11-03,100 E,< 20 E,1800,4100,65000000,2400000000,47000000,200000000,,<,,,,,,,100,20,1800,4100,65000000,2400000000,47000000,200000000,E,E,,,,,,,White,1%,,6801
Upstate Rochester,506,05,Single Serve,Skim Chocolate,½ Pt,Paper,2022-10-31,2022-11-17,2022-11-03,30 E,< 20 E,190 E,180 E,42000000,36000000,720000000,950000000,,<,,,,,,,30,20,190,180,42000000,36000000,720000000,950000000,E,E,E,E,,,,,Chocolate,Skim,,6804
Battenkill Valley Creamery,506,11,Core,Whole White,½ Gal,Plastic,2022-11-07,2022-11-24,2022-11-10,520,< 20 E,680,< 20 E,,,,,,<,,<,,,,,520,20,680,20,,,,,,E,,E,,,,,White,Whole,,6739
Battenkill Valley Creamery,506,12,Core,2% White,½ Gal,Plastic,2022-11-07,2022-11-24,2022-11-10,70 E,< 20 E,120 E,< 20 E,,,,,,<,,<,,,,,70,20,120,20,,,,,E,E,E,E,,,,,White,2%,,6740
Battenkill Valley Creamery,506,12-1,Extras,2% White,Gal,Plastic,2022-11-07,2022-11-24,2022-11-10,140 E,< 20 E,2300,2700,,,,,,<,,,,,,,140,20,2300,2700,,,,,E,E,,,,,,,White,2%,,6744
Battenkill Valley Creamery,506,12-2,Extras,2% White,Qt,Glass,2022-11-07,2022-11-24,2022-11-10,100 E,< 20 E,70 E,100 E,,,,,,<,,,,,,,100,20,70,100,,,,,E,E,E,E,,,,,White,2%,,6745
Battenkill Valley Creamery,506,13,Core,Skim White,½ Gal,Plastic,2022-11-07,2022-11-24,2022-11-10,50 E,< 20 E,1400,2200,,,,,,<,,,,,,,50,20,1400,2200,,,,,E,E,,,,,,,White,Skim,,6741
Battenkill Valley Creamery,506,15,Flavored,Whole Chocolate,½ Gal,Plastic,2022-11-07,2022-11-24,2022-11-10,3200,< 20 E,2800,240 E,,,,,,<,,,,,,,3200,20,2800,240,,,,,,E,,E,,,,,Chocolate,Whole,,6742
Battenkill Valley Creamery,506,15-1,Single Serve,Whole Chocolate,Pt,Plastic,2022-11-07,2022-11-24,2022-11-10,710,< 20 E,520,< 20 E,,,,,,<,,<,,,,,710,20,520,20,,,,,,E,,E,,,,,Chocolate,Whole,,6743
Black River Valley Natural,506,31,Core,Whole White Creamline,½ Gal,Plastic,2022-11-01,2022-11-18,2022-11-03,70 E,120 E,20000000,20000000,280000000,350000000,,,,,,,,,,,70,120,20000000,20000000,280000000,350000000,,,E,E,,,,,,,White,Whole,Creamline,6754
Black River Valley Natural,506,31-1,Core,Whole White Creamline,Gal,Plastic,2022-11-01,2022-11-18,2022-11-03,20 E,< 20 E,> 400000 E,> 400000 E,180000000,180000000,,,,<,>,>,,,,,20,20,400000,400000,180000000,180000000,,,E,E,E,E,,,,,White,Whole,Creamline,6755
Black River Valley Natural,506,31-2,Core,Whole White Creamline,Pt,Plastic,2022-10-24,2022-11-11,2022-11-03,> 400000 E,> 400000 E,,,40000000,36000000,,,>,>,,,,,,,400000,400000,,,40000000,36000000,,,E,E,,,,,,,White,Whole,Creamline,6756
Black River Valley Natural,506,35,Flavored,Whole Chocolate Creamline,½ Gal,Plastic,2022-11-01,2022-11-18,2022-11-03,40 E,< 20 E,88000,70000,2400000000,3500000000,,,,<,,,,,,,40,20,88000,70000,2400000000,3500000000,,,E,E,,,,,,,Chocolate,Whole,Creamline,6757
Black River Valley Natural,506,35-1,Single Serve,Whole Chocolate Creamline,Pt,Plastic,2022-11-01,2022-11-18,2022-11-03,50 E,< 20 E,35000,49000,410000000,900000000,,,,<,,,,,,,50,20,35000,49000,410000000,900000000,,,E,E,,,,,,,Chocolate,Whole,Creamline,6758
Black River Valley Natural,506,36,Single Serve,Whole Vanilla,Pt,Plastic,2022-10-24,2022-11-11,2022-11-03,> 400000 E,> 400000 E,,,540000000,630000000,,,>,>,,,,,,,400000,400000,,,540000000,630000000,,,E,E,,,,,,,Vanilla,Whole,,6759
Black River Valley Natural,506,36-1,Single Serve,Whole Maple,Pt,Plastic,2022-10-25,2022-11-12,2022-11-03,120000,> 400000 E,,,2600000000,2600000000,,,,>,,,,,,,120000,400000,,,2600000000,2600000000,,,,E,,,,,,,Maple,Whole,,6760
Crystal Valley Creamery,506,41,Core,Whole White Creamline,½ Gal,Plastic,2022-11-01,2022-11-19,2022-11-03,< 10 E,< 20 E,430,540,9900000,10000000,,,<,<,,,,,,,10,20,430,540,9900000,10000000,,,E,E,,,,,,,White,Whole,Creamline,6762
Crystal Valley Creamery,506,41-1,Core,Whole White Creamline,Pt,Plastic,2022-11-01,2022-11-19,2022-11-03,< 10 E,< 20 E,> 400000 E,> 400000 E,14000000,12000000,,,<,<,>,>,,,,,10,20,400000,400000,14000000,12000000,,,E,E,E,E,,,,,White,Whole,Creamline,6763
Crystal Valley Creamery,506,45,Flavored,Whole Chocolate Creamline,½ Gal,Plastic,2022-10-31,2022-11-18,2022-11-03,1200,< 20 E,1300,< 20 E,37000,50000,,,,<,,<,,,,,1200,20,1300,20,37000,50000,,,,E,,E,,,,,Chocolate,Whole,Creamline,6764
Crystal Valley Creamery,506,45-1,Single Serve,Whole Chocolate Creamline,Pt,Plastic,2022-10-31,2022-11-18,2022-11-03,1000,< 20 E,1100,< 20 E,> 400000 E,< 20 E,,,,<,,<,>,<,,,1000,20,1100,20,400000,20,,,,E,,E,E,E,,,Chocolate,Whole,Creamline,6765
Goodale Farms,506,51,Core,Whole White Creamline,½ Gal,Plastic,2022-10-31,2022-11-14,2022-11-03,3400,5000,18000000,20000000,510000000,440000000,,,,,,,,,,,3400,5000,18000000,20000000,510000000,440000000,,,,,,,,,,,White,Whole,Creamline,6767
HVF Bottling,506,61,Core,Whole White,½ Gal,Plastic,2022-10-31,2022-11-18,2022-11-03,170 E,< 20 E,51000,49000,1200000000,1400000000,,,,<,,,,,,,170,20,51000,49000,1200000000,1400000000,,,E,E,,,,,,,White,Whole,,6770
HVF Bottling,506,62,Core,2% White,½ Gal,Plastic,2022-10-31,2022-11-18,2022-11-03,50 E,< 20 E,60000,74000,2900000000,2500000000,,,,<,,,,,,,50,20,60000,74000,2900000000,2500000000,,,E,E,,,,,,,White,2%,,6771
HVF Bottling,506,62-1,Single Serve,2% White,½ Pt,Paper,2022-11-01,2022-11-15,2022-11-03,60 E,< 20 E,> 400000 E,> 400000 E,750000000,720000000,,,,<,>,>,,,,,60,20,400000,400000,750000000,720000000,,,E,E,E,E,,,,,White,2%,,6774
